text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,,,
"RT @messageplicity: The CDC says a dangerous flu strain is spreading fast 
https://t.co/ZQwIEpqZsi #flu #CDC #health #medical",FALSE,0,NA,3/4/2019 11:28,FALSE,NA,1.10253E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",DanitaBlackwood,3,TRUE,FALSE,NA,NA,,,
New #influenza preprint: RanBP2/Nup358 enhances RNAi activity by sumoylating and stabilizing Argonaute 1 https://t.co/ggdRVYojbd,FALSE,0,NA,3/4/2019 11:22,FALSE,NA,1.10253E+18,NA,"<a href=\https://twitter.com/outbreaksci\"" rel=\""nofollow\"">preprint-alert</a>""",outbreaksci,0,FALSE,FALSE,NA,NA,,,
New #influenza preprint: Influenza A matrix protein M1 is sufficient to induce lipid membrane deformation https://t.co/0JoL1Sa0ML,FALSE,0,NA,3/4/2019 11:22,FALSE,NA,1.10253E+18,NA,"<a href=\https://twitter.com/outbreaksci\"" rel=\""nofollow\"">preprint-alert</a>""",outbreaksci,0,FALSE,FALSE,NA,NA,,,
"RT @ViraBurnayeva: #STUDY in CID Jrn: #Flu Shot Induces 4.4-Fold INCREASE in Non-Flu Acute Respiratory Infections

https://t.co/NIE00ABy7v…",FALSE,0,NA,3/4/2019 11:19,FALSE,NA,1.10253E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Janetb172,5,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: New Attacks Against 4G, 5G Mobile Networks Re-Enable IMSI Catchers

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb…",FALSE,0,NA,3/4/2019 11:18,FALSE,NA,1.10253E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Michael_Kunz,5,TRUE,FALSE,NA,NA,,,
"RT @drsherbdr3: A Nepali suspected rabies patient, a migrant labor, who was bitten by a raccoon but not vaccinated is now admitted in Doha,…",FALSE,0,NA,3/4/2019 11:17,FALSE,NA,1.10253E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Snowpeaks_Nepal,1,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: &lt;&lt;&lt;&lt; PRIVACY ???  &gt;&gt;&gt;&gt;
.
Chinese facial recognition database tracking Muslims left exposed

#SpyData #Hackers #CyberWar #Cybe…",FALSE,0,NA,3/4/2019 11:16,FALSE,NA,1.10253E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,8,TRUE,FALSE,NA,NA,,,
"RT @WestwardIT: There's a common misconception in the computing world that Macs can't get viruses, this is not the case, macOS provides goo…",FALSE,0,NA,3/4/2019 11:16,FALSE,NA,1.10253E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",adamclark182,2,TRUE,FALSE,NA,NA,,,
"RT @WestwardIT: There's a common misconception in the computing world that Macs can't get viruses, this is not the case, macOS provides goo…",FALSE,0,NA,3/4/2019 11:16,FALSE,NA,1.10253E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",thewebworkshop,2,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: How to Hack #Facebook Accounts? Just Ask Your Targets to Open a Link

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkW…",FALSE,0,NA,3/4/2019 11:15,FALSE,NA,1.10253E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,6,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: #Fibratus - Tool For Exploration And Tracing Of The Windows Kernel

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb…",FALSE,0,NA,3/4/2019 11:15,FALSE,NA,1.10253E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,7,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: TRUST NOBODY IF YOU WANT PRIVACY ONLINE !!!

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #IT #Internet #…",FALSE,0,NA,3/4/2019 11:14,FALSE,NA,1.10253E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,5,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Banking Malware uses Fake reCAPTCHA page to target banking customers

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkW…",FALSE,0,NA,3/4/2019 11:14,FALSE,NA,1.10253E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,8,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: New Attacks Against 4G, 5G Mobile Networks Re-Enable IMSI Catchers

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb…",FALSE,0,NA,3/4/2019 11:14,FALSE,NA,1.10253E+18,NA,"<a href=\https://ho.com\"" rel=\""nofollow\"">auto is the only way it can be </a>""",sectest9,5,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Command Injection Payload List

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #IT #Internet #Attack #Black…",FALSE,0,NA,3/4/2019 11:14,FALSE,NA,1.10253E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,3,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: New Attacks Against 4G, 5G Mobile Networks Re-Enable IMSI Catchers

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb…",FALSE,0,NA,3/4/2019 11:14,FALSE,NA,1.10253E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,5,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: HexRaysCodeXplorer - Hex-Rays Decompiler Plugin For Better Code Navigation

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb…",FALSE,0,NA,3/4/2019 11:11,FALSE,NA,1.10253E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,4,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Facebook Awarded $25000 Bounty For Reporting a CSRF Vulnerability

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb…",FALSE,0,NA,3/4/2019 11:07,FALSE,NA,1.10253E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",A_M_M_7_7,9,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: &lt;&lt;&lt;    Another Critical Flaw in Drupal Discovered    &gt;&gt;&gt;

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #I…",FALSE,0,NA,3/4/2019 11:07,FALSE,NA,1.10253E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",BillNigh,8,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: &lt;&lt;&lt;    Another Critical Flaw in Drupal Discovered    &gt;&gt;&gt;

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #I…",FALSE,0,NA,3/4/2019 11:07,FALSE,NA,1.10253E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,8,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Black Hat is returning to Marina Bay Sands in Singapore, March 26-29, 2019. 

#SpyData #Hackers #CyberWar #Cybercrime #DeepWe…",FALSE,0,NA,3/4/2019 11:06,FALSE,NA,1.10253E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,3,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Payroll Provider Gives Extortionists a Payday

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #IT #Internet…",FALSE,0,NA,3/4/2019 11:05,FALSE,NA,1.10253E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,3,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: BeEF - The Browser Exploitation Framework Project

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #IT #Inte…",FALSE,0,NA,3/4/2019 11:05,FALSE,NA,1.10253E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,11,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Egress-Assess - Tool Used To Test Egress Data Detection Capabilities

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkW…",FALSE,0,NA,3/4/2019 11:04,FALSE,NA,1.10253E+18,NA,"<a href=\https://ho.com\"" rel=\""nofollow\"">auto is the only way it can be </a>""",sectest9,10,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Egress-Assess - Tool Used To Test Egress Data Detection Capabilities

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkW…",FALSE,0,NA,3/4/2019 11:04,FALSE,NA,1.10253E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,10,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Facebook Awarded $25000 Bounty For Reporting a CSRF Vulnerability

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb…",FALSE,0,NA,3/4/2019 11:03,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,9,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: LPG Gas Company Leaked Details, Aadhaar Numbers of 6.7 Million Indian Customers

#SpyData #Hackers #CyberWar #Cybercrime #Dee…",FALSE,0,NA,3/4/2019 11:02,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,4,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Popular Torrent Uploader 'CracksNow' Caught Spreading Ransomware

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #…",FALSE,0,NA,3/4/2019 11:02,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,6,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: .

.                                &lt;&lt;  Kali Linux 2019.1 Released  &gt;&gt;

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #Dar…",FALSE,0,NA,3/4/2019 11:02,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,7,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Flawed password managers allow malware to steal passwords from computer memory

#SpyData #Hackers #CyberWar #Cybercrime #Deep…",FALSE,0,NA,3/4/2019 11:02,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,2,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Let´s start a War !!!
.
North Korean Lazarus Group Starts Targeting Russian Organizations

#SpyData #Hackers #CyberWar #Cyber…",FALSE,0,NA,3/4/2019 11:02,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,3,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: &lt;&lt;&lt;     An Ultimate Checklist for Application Security Testing     &gt;&gt;&gt;

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #Dar…",FALSE,0,NA,3/4/2019 11:02,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,3,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: The Pirate Bay is Down – Top 5 Best Alternatives [Working 2019]

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #V…",FALSE,0,NA,3/4/2019 11:01,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,3,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: .
How to Stop #Facebook App From Tracking Your Location In the Background

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #…",FALSE,0,NA,3/4/2019 11:01,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,2,TRUE,FALSE,NA,NA,,,
RT @CoercedTaxSlave: @doctorsensation 32 Billion dollars is a lot of money to make with zero liability exposure in the US. That's a lot of…,FALSE,0,NA,3/4/2019 10:57,FALSE,NA,1.10252E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",lia_crowley,12,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: .

GameGuardian - Android Game Hack/Alteration Tool

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #IT #In…",FALSE,0,NA,3/4/2019 10:56,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,5,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: WARNING – New Phishing Attack That Even Most Vigilant Users Could Fall For

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb…",FALSE,0,NA,3/4/2019 10:55,FALSE,NA,1.10252E+18,NA,"<a href=\https://maltrak.com\"" rel=\""nofollow\"">Maltrak.com</a>""",MaltrakN,6,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: SSRFmap - Automatic SSRF Fuzzer And Exploitation Tool

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #IT #…",FALSE,0,NA,3/4/2019 10:55,FALSE,NA,1.10252E+18,NA,"<a href=\https://maltrak.com\"" rel=\""nofollow\"">Maltrak.com</a>""",MaltrakN,11,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Hacker Breaches Dozens of Sites, Puts 127 Million New Records Up for Sale

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #…",FALSE,0,NA,3/4/2019 10:55,FALSE,NA,1.10252E+18,NA,"<a href=\https://maltrak.com\"" rel=\""nofollow\"">Maltrak.com</a>""",MaltrakN,7,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Hacker Breaches Dozens of Sites, Puts 127 Million New Records Up for Sale

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #…",FALSE,0,NA,3/4/2019 10:54,FALSE,NA,1.10252E+18,NA,"<a href=\https://ho.com\"" rel=\""nofollow\"">auto is the only way it can be </a>""",sectest9,7,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Hacker Breaches Dozens of Sites, Puts 127 Million New Records Up for Sale

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #…",FALSE,0,NA,3/4/2019 10:53,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,7,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: SSRFmap - Automatic SSRF Fuzzer And Exploitation Tool

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #IT #…",FALSE,0,NA,3/4/2019 10:52,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,11,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: WARNING – New Phishing Attack That Even Most Vigilant Users Could Fall For

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb…",FALSE,0,NA,3/4/2019 10:52,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,6,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Hacker Who Stole 620 Million Records has Stolen Another 127 Million Records from Another 8 Websites

#SpyData #Hackers #Cyber…",FALSE,0,NA,3/4/2019 10:52,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,3,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: .

Researchers develop a “universal fingerprint” that can fool most sensors

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb…",FALSE,0,NA,3/4/2019 10:52,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,4,TRUE,FALSE,NA,NA,,,
Integrated  #MicroRNA and mRNA Profiling in #Zika #Virus-Infected  Neurons. This study analyzed digital miRNA and m… https://t.co/9m5koNcbMr,FALSE,0,NA,3/4/2019 10:51,TRUE,NA,1.10252E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",VirusesMDPI,0,FALSE,FALSE,NA,NA,,,
Study discovers possible solution to deadly #flu #virus; https://t.co/MO6Y2jfCf3 … … @healthcareasia,FALSE,0,NA,3/4/2019 10:46,FALSE,NA,1.10252E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",healthcareasia,0,FALSE,FALSE,NA,NA,,,
had an awesome weekend in memphis!!! but coming home to a sick kid is no fun #fever #flu,FALSE,1,NA,3/4/2019 10:44,FALSE,NA,1.10252E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",lizroeh,0,FALSE,FALSE,NA,NA,,,
"RT @Official_THT: InstallWatch Pro Ile Malware Analizi

https://t.co/4sgZXlOIee

#hack #hacking #cybersecurity #siberguvenlik #malware #vir…",FALSE,0,NA,3/4/2019 10:42,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services\"" rel=\""nofollow\"">Media_Post_V_3</a>""",Ashot_,14,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: 620 Million Online Accounts Data Stolen from 16 Hacked websites – Available in Dark Web for Sale

#SpyData #Hackers #CyberWar…",FALSE,0,NA,3/4/2019 10:42,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,7,TRUE,FALSE,NA,NA,,,
"RT @ViraBurnayeva: #STUDY: Ppl vaccinated against #Flu 3 years in a row are @ higher risk of catching the flu

https://t.co/1854vSEHdZ http…",FALSE,0,NA,3/4/2019 10:42,FALSE,NA,1.10252E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Stonekeeper3,3,TRUE,FALSE,NA,NA,,,
"@uRetha1 We’re sorry to hear you’re not feeling well today. Get some rest, stay hydrated and remember: your followe… https://t.co/JvCCacX0Gx",FALSE,0,uRetha1,3/4/2019 10:41,TRUE,1.10135E+18,1.10252E+18,604669769,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",BestmedScheme,0,FALSE,FALSE,NA,NA,,,
"RT @SpyData_: Ophcrack - A Windows Password Cracker Based On Rainbow Tables

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Vir…",FALSE,0,NA,3/4/2019 10:39,FALSE,NA,1.10252E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",debzchavz,11,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Ophcrack - A Windows Password Cracker Based On Rainbow Tables

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Vir…",FALSE,0,NA,3/4/2019 10:39,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,11,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: HT-WPS Breaker - High Touch WPS Breaker

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #IT #Internet #Atta…",FALSE,0,NA,3/4/2019 10:39,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,8,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Ntopng - Web-based Traffic And Security Network Traffic Monitoring

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb…",FALSE,0,NA,3/4/2019 10:38,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,6,TRUE,FALSE,NA,NA,,,
"#STUDY: Ppl vaccinated against #Flu 3 years in a row are @ higher risk of catching the flu

https://t.co/1854vSEHdZ https://t.co/3EJnoixGWv",FALSE,2,NA,3/4/2019 10:38,FALSE,NA,1.10252E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,3,FALSE,FALSE,NA,NA,,,
#ECV2019Rotterdam Monday 29 April with Gabriella #Campadelli-Fiume @UniboMagazine about Pathogenesis and impact of… https://t.co/YoSSFBPese,FALSE,3,NA,3/4/2019 10:34,TRUE,NA,1.10252E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",ECV2019,2,FALSE,FALSE,NA,NA,,,
"TIPS to help dodge illness when flying-

in @Daily_Express w/ @ShonaWilkinson <U+2708><U+FE0F>  &gt;

https://t.co/7QzQHCyoq5… https://t.co/2AJHolplSl",FALSE,0,NA,3/4/2019 10:32,TRUE,NA,1.10252E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Unbeelievable,0,FALSE,FALSE,NA,NA,,,
"How to remove Qone8 Browser Redirect
Read More :- https://t.co/9q2iQcVx1i
#malware #browser #hijacker #qone8 #virus… https://t.co/9QpYOjEKiD",FALSE,0,NA,3/4/2019 10:28,TRUE,NA,1.10252E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",virusguidelines,0,FALSE,FALSE,NA,NA,,,
RT @IRPatNIH: “It could be a very powerful and useful #virus for investigators interested in using #genetherapy to improve #hearing in indi…,FALSE,0,NA,3/4/2019 10:25,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",BiotechPierre,2,TRUE,FALSE,NA,NA,,,
@Winnthinking Getting up off the couch would be a win for me at this stage #flu,FALSE,0,Winnthinking,3/4/2019 10:24,FALSE,1.1025E+18,1.10252E+18,335861217,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",laughwife,0,FALSE,FALSE,NA,NA,,,
"RT @SpyData_: OSFClone - Open Source Utility To Create And Clone Forensic Disk Images

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #Da…",FALSE,0,NA,3/4/2019 10:24,FALSE,NA,1.10252E+18,NA,"<a href=\https://ho.com\"" rel=\""nofollow\"">auto is the only way it can be </a>""",sectest9,15,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: OSFClone - Open Source Utility To Create And Clone Forensic Disk Images

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #Da…",FALSE,0,NA,3/4/2019 10:24,FALSE,NA,1.10252E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,15,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Android Rat – TheFatRat Pentesting Tool to Hack and Gain access to Targeted Android Phone

#SpyData #Hackers #CyberWar #Cyber…",FALSE,0,NA,3/4/2019 10:22,FALSE,NA,1.10251E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,10,TRUE,FALSE,NA,NA,,,
RT @IRPatNIH: “It could be a very powerful and useful #virus for investigators interested in using #genetherapy to improve #hearing in indi…,FALSE,0,NA,3/4/2019 10:21,FALSE,NA,1.10251E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",MiuAmaya,2,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Instagram Hack – How Hacking Group Steals Popular Instagram Profiles

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkW…",FALSE,0,NA,3/4/2019 10:19,FALSE,NA,1.10251E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,7,TRUE,FALSE,NA,NA,,,
RT @abtassociates: How do we #FightFlu? The best way we know how: conducting solid research. We strive to improve #flu prevention strategie…,FALSE,0,NA,3/4/2019 10:18,FALSE,NA,1.10251E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",misspdw,2,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: There is always a way, you just have to find out how and sometimes you have to forget everything you know and start over. 
Sa…",FALSE,0,NA,3/4/2019 10:17,FALSE,NA,1.10251E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,4,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: Strelka - Scanning Files At Scale With Python And ZeroMQ

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #I…",FALSE,0,NA,3/4/2019 10:14,FALSE,NA,1.10251E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,7,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: VSHG - Hardware resistance &amp; enhanced security for GnuPG

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #I…",FALSE,0,NA,3/4/2019 10:14,FALSE,NA,1.10251E+18,NA,"<a href=\https://ho.com\"" rel=\""nofollow\"">auto is the only way it can be </a>""",sectest9,18,TRUE,FALSE,NA,NA,,,
"RT @SpyData_: VSHG - Hardware resistance &amp; enhanced security for GnuPG

#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #I…",FALSE,0,NA,3/4/2019 10:13,FALSE,NA,1.10251E+18,NA,"<a href=\https://www.gretsky.services/\"" rel=\""nofollow\"">Media-Poster_V_1</a>""",ham_gretsky,18,TRUE,FALSE,NA,NA,,,
RT @AlderHeyAMS: We has a joint MDT last week with Microbiology discussing some of the influenza cases we have seen so far. Numerous points…,FALSE,0,NA,3/4/2019 10:01,FALSE,NA,1.10251E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Andy_Taylor87,1,TRUE,FALSE,NA,NA,,,
"We are all a-buzz (sorry)! <U+0001F41D>

2 @BeautyShortlist Awards-
Best immune supplement
Best energy &amp; concentration supp

F… https://t.co/8w6r0xGGJi",FALSE,3,NA,3/4/2019 10:00,TRUE,NA,1.10251E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Unbeelievable,3,FALSE,FALSE,NA,NA,,,
