,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,,,
"620 ""Induction of Tier 1 HIV Neutralizing Antibodies by Envelope Trimers Incorporated into a Replication Competent… https://t.co/Jr4xXRCFzM"" FALSE 0 NA 2019-03-01 08:31:40 TRUE NA ""1101399590681554944"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""VirusesMDPI"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"621 ""Traveling is tiring", but getting sick while traveling," can ruin the trip. Here are 10 Ways to Avoid Getting Sick Wh… https://t.co/IUA970txpY"" FALSE 2 NA 2019-03-01 08:30:00 TRUE NA ""1101399174724157440"" NA ""<a href=\""https://buffer.com\"" rel=\""nofollow\"">Buffer</a>"" ""TravelWell4Less"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,
"622 ""RT @ProDotGroup: Secure your computer from all the viruses by using our ProDot Anti-Virus key.",,,,,,,,,,,,,,,,,,,
"#virus #antivirus #OneProdot #DidYouKnow htt…"" FALSE 0 NA 2019-03-01 08:29:09 FALSE NA ""1101398957715013633"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""yogesh2165"" 1 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"623 ""My new favourite excuse for everything. #influenza https://t.co/8cB4UZ8ERE"" FALSE 0 NA 2019-03-01 08:22:58 FALSE NA ""1101397402412560389"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""EvaMenger"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"624 ""RT @CDCFlu: CDC estimates up to 90% of seasonal flu-related deaths occur in people 65+. A recent CDC co-authored meta-analysis found high-d…"" FALSE 0 NA 2019-03-01 08:20:00 FALSE NA ""1101396657923481600"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""SaludHEALTHinfo"" 24 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"625 ""RT @AABiologists: <U+0001F4E2>CALL FOR PAPERS DEADLINE <U+0001F5D3><U+FE0F>31 MARCH 2019<U+0001F5D3><U+FE0F>",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
International Advanced in Plant Virology 2019, at CREA-DC, Rome," Italy on 29…"" FALSE 0 NA 2019-03-01 08:18:39 FALSE NA ""1101396316855377920"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""Annapplbiol"" 10 TRUE FALSE NA NA",,,,,,,,,,,,,,,,
"626 ""Secure your computer from all the viruses by using our ProDot Anti-Virus key.",,,,,,,,,,,,,,,,,,,
"#virus #antivirus #OneProdot… https://t.co/RoacMjrune"" FALSE 2 NA 2019-03-01 08:16:27 TRUE NA ""1101395764146778112"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""ProDotGroup"" 1 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"627 ""RT @SpyData_: HT-WPS Breaker - High Touch WPS Breaker",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #IT #Internet #Atta…"" FALSE 0 NA 2019-03-01 08:16:21 FALSE NA ""1101395738121113600"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""Abdulelaah403"" 7 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"628 ""RT @Time2De: FACEBOOK??",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
No...don't know it....Oh wait...was it a great big fat VIRUS website?,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"#silenceofthelambs #Facebook #Facetime #Fac…"" FALSE 0 NA 2019-03-01 08:07:46 FALSE NA ""1101393578910236673"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""Mariam_123987"" 3 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"629 ""RT @rtehrani: “@Napatech Accelerates Cybersecurity and Network Monitoring Applications up to 100G” https://t.co/LPweupDssh",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"#Cybersecurity…"" FALSE 0 NA 2019-03-01 08:05:35 FALSE NA ""1101393028089085953"" NA ""<a href=\""https://www.calcaware.com/\"" rel=\""nofollow\"">Calcaware</a>"" ""Calcaware"" 9 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"630 ""RT @rtehrani: “@Napatech Accelerates Cybersecurity and Network Monitoring Applications up to 100G” https://t.co/LPweupDssh",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"#Cybersecurity…"" FALSE 0 NA 2019-03-01 08:05:17 FALSE NA ""1101392953187155968"" NA ""<a href=\""https://www.facebook.com/groups/260716094423282/\"" rel=\""nofollow\"">ShadyBot</a>"" ""ShadetheDj"" 9 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"631 ""RT @rtehrani: “@Napatech Accelerates Cybersecurity and Network Monitoring Applications up to 100G” https://t.co/LPweupDssh",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"#Cybersecurity…"" FALSE 0 NA 2019-03-01 08:03:46 FALSE NA ""1101392569664241665"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""PadiDidIt"" 9 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"632 ""RT @Unbeelievable: TIPS to dodge illness when flying!",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
From Nutritionist &amp; health expert @ShonaWilkinson <U+2708><U+FE0F> in @Daily_Express &gt;,,,,,,,,,,,,,,,,,,,
"https://t.c…"" FALSE 0 NA 2019-03-01 08:03:34 FALSE NA ""1101392522532802560"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""Unbeelievable"" 2 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"633 ""RT @KeystoneSymp: March 6 at midnight US MT is the deadline to submit abstracts for short talk consideration for our Positive-Strand #RNA #…"" FALSE 0 NA 2019-03-01 08:02:34 FALSE NA ""1101392269121372160"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""DShengjuler"" 5 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"634 ""RT @phillipsloopllc: If you are traveling during the holidays"," read this. <U+0001F927> #travelseason #fluseason #christmas #newyears https://t.co/GkH1…"" FALSE 0 NA 2019-03-01 08:02:00 FALSE NA ""1101392126439510016"" NA ""<a href=\""https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>"" ""savvyglobetrot"" 24 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,
"635 ""RT @rtehrani: “@Napatech Accelerates Cybersecurity and Network Monitoring Applications up to 100G” https://t.co/LPweupDssh",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"#Cybersecurity…"" FALSE 0 NA 2019-03-01 07:56:44 FALSE NA ""1101390801635033088"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""ColorSTREAMedia"" 9 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"636 ""RT @beatflu: If you sneeze remember to catch it", bin it," kill it this #flu season! Flu is easy to spread so make sure you look after yourse…"" FALSE 0 NA 2019-03-01 07:56:12 FALSE NA ""1101390665966120960"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""garethhowells1"" 7 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,
"637 ""Yikes...",,,,,,,,,,,,,,,,,,,
"#orange #feels #broke #flu https://t.co/SU0Z4Uk7vF"" FALSE 0 NA 2019-03-01 07:55:52 FALSE NA ""1101390584139272192"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""DisorderedHuman"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"638 ""RT @BoneJointJ: Surgeons from @HSpecialSurgery find that in #elderly #patients with #hip #fractures"," early #surgery within 24 hours is inde…"" FALSE 0 NA 2019-03-01 07:51:00 FALSE NA ""1101389360258314241"" NA ""<a href=\""https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>"" ""BoneJointRes"" 7 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,
"639 ""RT @BoneJointJ: Surgeons from @HSpecialSurgery find that in #elderly #patients with #hip #fractures"," early #surgery within 24 hours is inde…"" FALSE 0 NA 2019-03-01 07:50:56 FALSE NA ""1101389340784119809"" NA ""<a href=\""https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>"" ""BoneJointPortal"" 7 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,
"640 ""RT @BoneJointJ: Surgeons from @HSpecialSurgery find that in #elderly #patients with #hip #fractures"," early #surgery within 24 hours is inde…"" FALSE 0 NA 2019-03-01 07:50:44 FALSE NA ""1101389290586677248"" NA ""<a href=\""https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>"" ""BoneJointJ"" 7 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,
"641 ""RT @rtehrani: “@Napatech Accelerates Cybersecurity and Network Monitoring Applications up to 100G” https://t.co/LPweupDssh",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"#Cybersecurity…"" FALSE 0 NA 2019-03-01 07:50:16 FALSE NA ""1101389171736891392"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""RichSimmondsZA"" 9 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"642 ""Did you know"," both Adeno-Associated Virus Serotype 2 Reference Standard Material and Adeno-Associated Serotype 8 Re… https://t.co/NBPkq4IgXm"" FALSE 0 NA 2019-03-01 07:49:02 TRUE NA ""1101388864789377024"" NA ""<a href=\""https://buffer.com\"" rel=\""nofollow\"">Buffer</a>"" ""ATCC_LGC"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,
"643 ""Surgeons from @HSpecialSurgery find that in #elderly #patients with #hip #fractures"," early #surgery within 24 hours… https://t.co/N4J4Lhl45M"" FALSE 5 NA 2019-03-01 07:48:28 TRUE NA ""1101388720257810432"" NA ""<a href=\""https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>"" ""BoneJointJ"" 7 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,
"644 ""RT @rtehrani: “@Napatech Accelerates Cybersecurity and Network Monitoring Applications up to 100G” https://t.co/LPweupDssh",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"#Cybersecurity…"" FALSE 0 NA 2019-03-01 07:38:06 FALSE NA ""1101386110217920512"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""TheHippoShoe"" 9 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"645 ""RT @BrinkmannLab: Please RT: Open #postdoc position at @BrinkmannLab! Are you interested in innate #immunity"," #herpesvirus and #virus-host…"" FALSE 0 NA 2019-03-01 07:36:33 FALSE NA ""1101385722743922688"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""yassin_elfaki"" 37 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,
"646 ""RT @abiirchebbii: Ransomware", Trojan and Miner together against “PIK-Group”,,,,,,,,,,,,,,,,,,
"https://t.co/HHidrbCd9R #trojan #hacking #malware #Ransomware #…"" FALSE 0 NA 2019-03-01 07:36:27 FALSE NA ""1101385695036362752"" NA ""<a href=\""https://maltrak.com\"" rel=\""nofollow\"">Maltrak.com</a>"" ""MaltrakN"" 2 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"647 ""RT @TCrispr: Like viruses? Know bioinformatics?",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Apply for #postdoc in #virome #bioinformatics in Copenhagen:,,,,,,,,,,,,,,,,,,,
https://t.co/ezRAhbhY1s,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Read…"" FALSE 0 NA 2019-03-01 07:27:44 FALSE NA ""1101383503902658560"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""AnnaLopatina5"" 25 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"648 ""RT @abiirchebbii: Ransomware", Trojan and Miner together against “PIK-Group”,,,,,,,,,,,,,,,,,,
"https://t.co/HHidrbCd9R #trojan #hacking #malware #Ransomware #…"" FALSE 0 NA 2019-03-01 07:26:22 FALSE NA ""1101383159910817792"" NA ""<a href=\""https://ho.com\"" rel=\""nofollow\"">auto is the only way it can be </a>"" ""sectest9"" 2 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"649 ""Have y’all ever been so sick <U+0001F637>your teeth hurt? I’m currently on level  4 with the #flu. This is the you can’t breat… https://t.co/YZ1kSyhzcF"" FALSE 0 NA 2019-03-01 07:26:06 TRUE NA ""1101383091501834240"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""MarySodje"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"650 ""Ransomware", Trojan and Miner together against “PIK-Group”,,,,,,,,,,,,,,,,,,
"https://t.co/HHidrbCd9R #trojan #hacking #malware #Ransomware #virus #PIKGroup"" FALSE 1 NA 2019-03-01 07:25:48 FALSE NA ""1101383016432185344"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""abiirchebbii"" 2 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"651 ""RT @goodzing: What To Do When You Have The Flu: A Doctor's Tips to Help You Avoid Getting Sick This Season explains @CoyneMedical https://t…"" FALSE 0 NA 2019-03-01 07:24:28 FALSE NA ""1101382682242625536"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""HughCoyne"" 1 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"652 ""This cold is killing me <U+0001F912>",,,,,,,,,,,,,,,,,,,
"#cold #flu #sick https://t.co/U3oogjqaRH"" FALSE 0 NA 2019-03-01 07:22:37 FALSE NA ""1101382216091947008"" NA ""<a href=\""https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>"" ""AnthonyDeanKemp"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"653 ""RT @HelloMD_com: Studies have looked at CBD’s effect on the immune system &amp; have found that CBD is an immunomodulator—it can both suppress…"" FALSE 0 NA 2019-03-01 07:21:15 FALSE NA ""1101381869852012544"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""mythsee"" 5 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"654 ""RT @KeystoneSymp: March 6 at midnight US MT is the deadline to submit abstracts for short talk consideration for our Positive-Strand #RNA #…"" FALSE 0 NA 2019-03-01 07:20:53 FALSE NA ""1101381778785349632"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""verorezelj"" 5 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"655 ""RT @GaviSeth: By vaccinating kids against bacterial #pneumonia &amp; #Hib"," we are already inadvertently helping to #StopSuperbugs. If we deploy…"" FALSE 0 NA 2019-03-01 07:16:08 FALSE NA ""1101380583979171840"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""TVEE4"" 28 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,
"656 ""Also"," at what point should I be concerned enough about wheezing when I breathe to head to the doc or ER? I haven't… https://t.co/5D7MzYPOGU"" FALSE 0 NA 2019-03-01 07:11:05 TRUE NA ""1101379310860943361"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""Cougardruid"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,
"657 ""RT @MirandaEvaKH: this chicken soup will destroy my mucus’s away...im dripping booger’s so bad...i look horrible tonight...#flu #chickensou…"" FALSE 0 NA 2019-03-01 07:09:18 FALSE NA ""1101378863509065728"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""PTAustin316"" 1 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"658 ""And after that we’ll be cleaning the whole house top to bottom so that Sophia doesn’t touch the germs and the bacte… https://t.co/VzEekOd1eI"" FALSE 1 ""PTAustin316"" 2019-03-01 07:09:00 TRUE ""1101378787286036485"" ""1101378790368796674"" ""286050031"" ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""PTAustin316"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"659 ""RT @KeystoneSymp: March 6 at midnight US MT is the deadline to submit abstracts for short talk consideration for our Positive-Strand #RNA #…"" FALSE 0 NA 2019-03-01 07:07:19 FALSE NA ""1101378366022791169"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""npariente"" 5 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"660 ""RT @MirandaEvaKH: having the flu for 2 straight days sucks so bad...but im feeling a little better...#bad #flu #recovery #sickdays"" FALSE 0 NA 2019-03-01 07:04:15 FALSE NA ""1101377594081984512"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""PTAustin316"" 1 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"661 ""RT @MirandaEvaKH: im so sorry for @PTAustin316...i made him sick too...my flu contaminated him...i feel awful...#sick #imsorry #myfianceiss…"" FALSE 0 NA 2019-03-01 07:04:08 FALSE NA ""1101377563849420800"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""PTAustin316"" 1 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"662 ""this chicken soup will destroy my mucus’s away...im dripping booger’s so bad...i look horrible tonight...#flu… https://t.co/W8yzrhJwr2"" FALSE 3 NA 2019-03-01 07:04:00 TRUE NA ""1101377531180068864"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""MirandaEvaKH"" 1 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"663 ""RT @WUSTLmed: #WashUMed researchers are studying why #flu immunity wanes so rapidly", with the goal of making a better," longer-lasting vacci…"" FALSE 0 NA 2019-03-01 07:01:11 FALSE NA ""1101376820828618752"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""messageplicity"" 4 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,
"664 ""RT @CDCFlu: CDC estimates that there have been as many as 22",300 flu-associated deaths so far this season (between Oct. 1, 2018 – Feb. 16,"…"" FALSE 0 NA 2019-03-01 06:59:27 FALSE NA ""1101376386017755136"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""totyfroty255"" 65 TRUE FALSE NA NA",,,,,,,,,,,,,,,,
"665 ""This escalated quickly... #Influenza #Influenza <U+0001F92A>"" FALSE 2 ""udalrik"" 2019-03-01 06:49:25 FALSE ""1101371843678744576"" ""1101373860719542272"" ""1099609984722186240"" ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""udalrik"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"666 ""RT @punchconsult: Love this. Who knew smallpox looks like a golden sultana?! ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"#cells #microbiology #science #visual #virus #bacteria https…"" FALSE 0 NA 2019-03-01 06:36:55 FALSE NA ""1101370712755970048"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""annibee70"" 1 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"667 ""Starting a riot ",,,,,,,,,,,,,,,,,,,
"\""it’s worth remembering that #Flu viruses can sometimes", by themselves, cause viral pneumonia," tha… https://t.co/vNjkVZ7SRC"" FALSE 4 NA 2019-03-01 06:34:35 TRUE NA ""1101370125473636352"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""MackayIM"" 1 FALSE FALSE NA NA",,,,,,,,,,,,,,,,
"668 ""RT @nolahealthdept: If you are sick", please stay home. Don’t give the flu to others. ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"#HealthyNOLA #FluSeason #CDCFlu #CityofNewOrleans #M…"" FALSE 0 NA 2019-03-01 06:31:23 FALSE NA ""1101369321069137920"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""Ms_SoulSurvivor"" 7 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"669 ""Mutating virus is my enemy ... #flu #cold #virus #erkaeltet"" FALSE 0 NA 2019-03-01 06:29:14 FALSE NA ""1101368782797324289"" NA ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"" ""javarh"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"670 ""RT @SpyData_: HT-WPS Breaker - High Touch WPS Breaker",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #IT #Internet #Atta…"" FALSE 0 NA 2019-03-01 06:28:43 FALSE NA ""1101368649238093824"" NA ""<a href=\""https://maltrak.com\"" rel=\""nofollow\"">Maltrak.com</a>"" ""MaltrakN"" 7 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"671 ""The flu is merciless... and this essay I have to do is helping it kill me. #sick #flu"" FALSE 0 NA 2019-03-01 06:26:35 FALSE NA ""1101368114674053120"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""Monse_Dame"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"672 ""Was so sick that boss sent me back home to rest. #MumbaiHeat #Flu"" FALSE 0 NA 2019-03-01 06:25:42 FALSE NA ""1101367892933775361"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""Lav_N8"" 0 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"673 ""RT @SpyData_: HT-WPS Breaker - High Touch WPS Breaker",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #IT #Internet #Atta…"" FALSE 0 NA 2019-03-01 06:24:52 FALSE NA ""1101367681712775169"" NA ""<a href=\""https://ho.com\"" rel=\""nofollow\"">auto is the only way it can be </a>"" ""sectest9"" 7 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"674 ""RT @SpyData_: HT-WPS Breaker - High Touch WPS Breaker",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"#SpyData #Hackers #CyberWar #Cybercrime #DeepWeb #DarkWeb #Virus #IT #Internet #Atta…"" FALSE 0 NA 2019-03-01 06:24:23 FALSE NA ""1101367560694583297"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""bus7dz"" 7 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"675 ""RT @ViraBurnayeva: Dr. Humphries", MD," nephrologist: I started questioning #vaccines after seeing kidney functions go down within 24h after…"" FALSE 0 NA 2019-03-01 06:22:31 FALSE NA ""1101367091448430594"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""kamisolf"" 18 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,
"676 ""RT @KeystoneSymp: March 6 at midnight US MT is the deadline to submit abstracts for short talk consideration for our Positive-Strand #RNA #…"" FALSE 0 NA 2019-03-01 06:22:27 FALSE NA ""1101367074323087360"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""GoffinetLab"" 5 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"677 ""RT @CDCFlu: Q: Does everyone who is sick with #flu need antivirals?",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"A: Most healthy people recover from flu without treatment. But people…"" FALSE 0 NA 2019-03-01 06:16:20 FALSE NA ""1101365533100912640"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""JOCOHealth"" 8 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"678 ""RT @Time2De: FACEBOOK??",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
No...don't know it....Oh wait...was it a great big fat VIRUS website?,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"#silenceofthelambs #Facebook #Facetime #Fac…"" FALSE 0 NA 2019-03-01 06:15:09 FALSE NA ""1101365235775164419"" NA ""<a href=\""http://www.calfactcheck.org\"" rel=\""nofollow\"">Cal Fact Check</a>"" ""CalFactCheck"" 3 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"679 ""RT @CDCFlu: CDC estimates that there have been as many as 22",300 flu-associated deaths so far this season (between Oct. 1, 2018 – Feb. 16,"…"" FALSE 0 NA 2019-03-01 06:07:35 FALSE NA ""1101363331238113281"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""CentroGripe"" 65 TRUE FALSE NA NA",,,,,,,,,,,,,,,,
"680 ""RT @team_invitly: Just a thought during #fluseason <U+0001F612> https://t.co/qHWFiwJCCu"" FALSE 0 NA 2019-03-01 06:05:05 FALSE NA ""1101362705510879232"" NA ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"" ""SushmaSonu333"" 2 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,,
"681 ""RT @BrinkmannLab: Please RT: Open #postdoc position at @BrinkmannLab! Are you interested in innate #immunity"," #herpesvirus and #virus-host…"" FALSE 0 NA 2019-03-01 06:03:04 FALSE NA ""1101362195605135362"" NA ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"" ""AViejoBorbolla"" 37 TRUE FALSE NA NA",,,,,,,,,,,,,,,,,,
"682 ""During winter the flu always seems to pop up at the most inopportune time.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"So you have to try to take care of your… https://t.co/NFuSNltYHo"" FALSE 2 NA 2019-03-01 06:03:00 TRUE NA ""1101362177745670144"" NA ""<a href=\""https://www.semrush.com/\"" rel=\""nofollow\"">SEMrush Social Media Tool</a>"" ""Protein_Blend"" 2 FALSE FALSE NA NA",,,,,,,,,,,,,,,,,,,
